,Hotel_Name,Location,Address,Cost,Property_type,Likes,Rating,Review
919,Blackrock Apartments @ Villa,Asokoro,"Asokoro, Abuja - No. 9, Malcolm Fraser Street, Asokoro","₦59,357",Apartment,19,NA,NA
920,L'Emporium Place,Wuse,"Wuse, Abuja - Plot 3 Sirrasso Crescent Off Kigali Street Opp Naf...",NA,Hotel,17,NA,NA
921,Honey Field Hotel,Wuse,"Wuse, Abuja - 15, Kigoma Street Zone 7","₦7,850",Honey Field Hotel,17,NA,NA
922,Salax Hotel,Karu,"Karu, Abuja - Salx Way Karu ","₦4,500",Hotel,17,NA,NA
923,Kyxtal Suite And Lodge,Utako,"Utako, Abuja - No.16 Mafemi Crescent","₦16,000",Kyxtal Suite And Lodge,26,NA,NA
924,Casa De Kings, Lugbe," Lugbe, Abuja - Plot 443/49 Cadrastal Zone, Off Airport Road, Lugb...","₦12,000",Apartment,17,NA,NA
925,Wallan Hotel Lounge Limited,,", Abuja - 5rd, Gwarinpa, Game City, 1st Avenue",NA,Hotel,15,NA,NA
926,Niger Delta Garden & Hotel,Kubwa,"Kubwa, Abuja - Dantata Road By Policy Check Point ","₦4,000",Hotel,15,NA,NA
927, Capital Lodge,Maitama,"Maitama, Abuja - 13, Mississipi Street, Maitama","₦25,000",Hotel,8,NA,NA
928,Noktel Resort Apartment – Jabi,Jabi,"Jabi, Abuja - Plot 903 Olu Awotesu Street, Jabi","₦25,000",Apartment,15,NA,NA
929,Nemi Hotel, Maitama," Maitama, Abuja - No 12, Vistula Close, Off Panama Street, Maitama","₦45,000",Hotel,15,NA,NA
930,Skyview Homes,Wuye,"Wuye, Abuja - No. 737 Goke Adegoroye Street, Wuye","₦45,000",Hotel,15,NA,NA
931,"House 3, 4 & 10, Guzape ",Guzape,"Guzape, Abuja - 43, Aliyu Modibbo Street, Guzape","₦30,000",Apartment,15,NA,NA
932,Dabiyi Hotel ,Nyanya,"Nyanya, Abuja - Plot 7-9, Phase 3, Nigerian Army Post Service Hous...","₦6,000",Dabiyi Hotel ,14,NA,NA
933,The 09 Lounge ,Wuse,"Wuse, Abuja - 36 Suez Crescents, Abacha Estate Zone 4 Behind She...","₦20,000",The 09 Lounge ,14,NA,NA
934,Edmudian Court Luxury Apartment,Katampe,"Katampe, Abuja - No. 20, Jubrin Aminu Crescent, Katampe Extension, ...","₦23,500",Hotel,7,NA,NA
935,"K-Hill Apartment, Abuja",Katampe,"Katampe, Abuja - Plot 1106  Katampe Cadastral Zone B07, Katampe ","₦25,000",Apartment,14,NA,NA
936,Inkova Suites,Life Camp,"Life Camp, Abuja - Plot 453 Cadastral Zone Off Femi Kila Street Efab ...","₦29,700",Hotel,14,NA,NA
937,Vita Di Lusso,Maitama,"Maitama, Abuja - No. 8 Iller Crescent, Off Katsina Ala Street, Mait...","₦200,000",Apartment,14,NA,NA
938,BON Hotel Imperial,Wuse Zone 5,"Wuse Zone 5, Abuja - 34 Sokode Crescent, Wuse Zone 5","₦85,000",Hotel,14,NA,NA
939,Aurella Haven Hotel,Gwarinpa,"Gwarinpa, Abuja - Plot 47 Oba Ovarewan Street Hill Side Estate Works...","₦10,500",Hotel,12,NA,NA
940,Dajuliee Hotel,Gwagwalada,"Gwagwalada, Abuja - Dajuliee Crescent, Along Living Faith Road, Old Ku...",NA,Dajuliee Hotel,12,NA,NA
941,Walan Hotel,Gwarinpa,"Gwarinpa, Abuja - 5th Road First Avenue Danjum Plaza Junction Gwarin...","₦15,000",Hotel,12,NA,NA
942,Suncourt Guest Inn,Kado,"Kado, Abuja - House, 1B, A Close, Kado Estate",NA,Suncourt Guest Inn,12,NA,NA
943,Comfort Homes Luxury Furnished Apartment, Jabi," Jabi, Abuja - 45, Ebitu Ukiwe Street, Abuja, Jabi","₦18,549",Comfort Homes Luxury Furnished Apartment,12,NA,NA
944,Pearl And Diamond Hotel ,Garki,"Garki, Abuja - No. 4 Umudioka Close, Off Ngwa Close, Area 3, Gark...","₦24,000",Hotel,12,NA,NA
945,"Residency Hotel & Apartments, Area 1",Area 1,"Area 1, Abuja - 904 Arc. Edward Nkwegu Street, Off Old Federal Sec...","₦25,000",Hotel,12,NA,NA
946,Newland Luxury Hotel,Wuse Zone  2,"Wuse Zone  2, Abuja - 11, Koforidua Street, Wuse Zone 2","₦37,000",Hotel,12,NA,NA
947,Sleep Easy Suites,Kubwa,"Kubwa, Abuja - Plot 95 Bama Road",NA,Hotel,10,NA,NA
948,Ivon Int'l Guest House,Lugbe,"Lugbe, Abuja - Plot 5579, Road 4, Lugbe Federal Housing Authority...",NA,Ivon Int'l Guest House,10,NA,NA
949,Molarex Guest House,Wuse,"Wuse, Abuja - Plot 500 Gaborone Street Off Olusegun Obasanjo P.O...","₦13,000",Hotel,10,NA,NA
950,Borovet (Glory) Hotel,Kubwa,"Kubwa, Abuja - Bakori Road, 2nd Avenue, Kubwa, Abuja, Nigeria.","₦5,000",Borovet (Glory) Hotel,10,NA,NA
951,Favour Guest Inn,Wuse,"Wuse, Abuja - Plot 44, Lusaka Street Zone 6",NA,Favour Guest Inn,10,NA,NA
952,312-Resort,Gwarinpa,"Gwarinpa, Abuja -  1 Ango Abdullahi Street, Off Christiana Okunuga S...","₦25,000",Hotel,10,NA,NA
953,Casa Valleta Guest Apartment,Jabi,"Jabi, Abuja - 47. Iya Abubakar Crescent, Jabi","₦34,935",Apartment,5,NA,NA
954,Inns & Suites,Wuse 2,"Wuse 2, Abuja - Vintage Hubb, 135 Ademola Adetokunbo Crescent, Wus...","₦35,000",Hotel,10,NA,NA
955,Whitehart Hotel & Apartments,Wuye,"Wuye, Abuja - Plot 536, John Chukwu Crescent, Off Dahiru Musdafa...","₦28,435",Hotel,10,NA,NA
956,Ojays Hotel By Continent Collections ,Kaura,"Kaura, Abuja - House 25, Drive 6, Prince And Princess Estate, Pha...","₦25,000",Hotel,10,NA,NA
957,OAU Guest House,Maitama,"Maitama, Abuja - 18, Zaire Close, Off Mississippi Street",NA,OAU Guest House,8,NA,NA
958,Hameta Guest Inn,Gwagwalada,"Gwagwalada, Abuja - Plot 7/9 Expansion Layout Off FRCN.",NA,Hameta Guest Inn,8,NA,NA
959,Joseph Court Hospitality ,,", Abuja - Plot 83 Democracy Crescent, Gaduwa Estate, ",NA,Joseph Court Hospitality ,8,NA,NA
960,Kings Resort Complex,Kubwa,"Kubwa, Abuja - Opp. Gov. Secondary School, Phase 4","₦4,000",Kings Resort Complex,8,NA,NA
961,NICOTEL APARTMENTS,Gudu,"Gudu, Abuja - 8c Tunde Ogbeha Street, Gudu","₦50,000",Apartment,4,NA,NA
962,Mace 3 Bedroom Serviced Apartment - Life Camp,Life Camp,"Life Camp, Abuja - Paradise Estate, Life-camp ","₦80,000",Apartment,8,NA,NA
963,Safis Suites,Maitama,"Maitama, Abuja - No. 6 Asa Street, Off Gana Street, Maitama","₦40,000",Hotel,8,NA,NA
964,THE9 ,Guzape,"Guzape, Abuja - Plot 557, Oladunmi Ayandipo Street, Guzape Asokoro...","₦75,000",Apartment,8,NA,NA
965,Pearls Short-Let ,Area 1,"Area 1, Abuja - Plot 756, Sir Anaebo Okekenta Avenue Durumi 2, Are...","₦15,000",Apartment,8,NA,NA
966,Signatious Cottage (Formerly Woodridge Cottage),Wuse Zone 4,"Wuse Zone 4, Abuja - 31, Addis Ababa Crescent, Wuse Zone 4","₦35,000",Hotel,8,NA,NA
967,Earthplus Residence,Apo,"Apo, Abuja - Plot 4399, Cadastral Zone E17, Apo Guzape Hills ","₦20,000",Hotel,8,NA,NA
968,Bonphine Luxury Suites,Durumi,"Durumi, Abuja - Plot 1120, Cadastral Zone B02, Durumi 2, Behind Am...","₦35,000",Hotel,8,NA,NA
969,1 Oak Apartments Guzape,Guzape,"Guzape, Abuja - Plot 1146, Adamu Aleiro Crescent, Guzape","₦35,000",Hotel,8,NA,NA
970,Ultimate Garden Guest Inn, Gwagwalada," Gwagwalada, Abuja - Opposite Jeparo Hotel, Along Kaduna/ Lokoja Expres...",NA,Hotel,6,NA,NA
971,Golden Age Hotel,Wuse,"Wuse, Abuja - Plot 2334 Kigoma Street, Zone 7",NA,Golden Age Hotel,6,NA,NA
972,De City Centre Bed & Breakfast,Gwagwalada,"Gwagwalada, Abuja - Opposite Gwagwalada Township Clinic",NA,De City Centre Bed & Breakfast,6,NA,NA
973,Maygray Hotels,Nyanya,"Nyanya, Abuja - Plot Last Road, Area B",NA,Maygray Hotels,6,NA,NA
974,Value City Residence,Wuse,"Wuse, Abuja - N0. 38, Kigoma Street, Zone 1","₦12,000",Value City Residence,6,NA,NA
975,Brifina Hotel,Garki,"Garki, Abuja - Durumi, Behind Living Faith Church",NA,Brifina Hotel,6,NA,NA
976,Valley Side Hotel,Mararaba,"Mararaba, Abuja - 2, Karu Link Road, Off Abacha Road",NA,Valley Side Hotel,6,NA,NA
977,Bellband Properties,Jabi,"Jabi, Abuja - Bello Yusuf Street 5","₦33,045",Hotel,3,NA,NA
978,Vista Lounge & Suites,Abuja,"Abuja, Abuja - No 3, Vista Close Abuja-Keffi Road, Koroduma (One ...","₦25,180",Vista Lounge & Suites,3,NA,NA
979,Precious Pavilion Apartments ,Life Camp,"Life Camp, Abuja - Zavatti Court 2 Residences, Life Camp ","₦30,000",Apartment,6,NA,NA
980,Wine Hotel,Maitama,"Maitama, Abuja - 20, Limpopo Street, Maitama","₦35,000",Apartment,6,NA,NA
981, Hassan Sunmonu Court,Mabushi,"Mabushi, Abuja - No. 6, Edith Nnacheta Street, Mabushi","₦25,000",Hotel,6,NA,NA
982,Plot2291 Apartment,Apo,"Apo, Abuja - Plot 2291, Apo","₦21,000",Apartment,6,NA,NA
983,Armed Forces Officers Mess And Suites Asokoro,Asokoro,"Asokoro, Abuja - After Lungi Barracks, Asokoro","₦55,000",Hotel,6,NA,NA
984,The Knot Abuja,Asokoro,"Asokoro, Abuja - No 30, Ty Danjuma Street, Asokoro,","₦150,000",Villa,4,NA,NA
985,Lion Guest House,Gwagwalada,"Gwagwalada, Abuja - Opposite Doma Filling Station Phase 1, No. 24",NA,Lion Guest House,4,NA,NA
986,CitiCenta Guest House,Garki,"Garki, Abuja - Plot 47 Imo Crescent Section 1, Area 1, Garki P.O ...",NA,CitiCenta Guest House,4,NA,NA
987,Shuba Motel,Utako,"Utako, Abuja - Plot 901, A.E Ekukinam Street",NA,Shuba Motel,4,NA,NA
988,Chrischarles Guest Inn,Gwagwalada,"Gwagwalada, Abuja - Plot 41/42, University Road Phase1",NA,Chrischarles Guest Inn,4,NA,NA
989,Chancellery Hotels ,Wuse,"Wuse, Abuja - Plot 135, Adetokunbo Ademola Crescent",NA,Chancellery Hotels ,4,NA,NA
990,Galilee Resort Hotel,Gwarinpa,"Gwarinpa, Abuja - Plot 491 A Close Second Avenue By Nepa Road ","₦20,000",Hotel,4,NA,NA
991,Accord Hotel & Resort,Kubwa,"Kubwa, Abuja - Plot K25, Sultan Dasuki Road",NA,Accord Hotel & Resort,4,NA,NA
992,Fairview Bed Breakfast Resort,Karu,"Karu, Abuja - Plot Wh13, Behind Agric Quarters",NA,Fairview Bed Breakfast Resort,4,NA,NA
993,Prida Guest Inn,Kado,"Kado, Abuja - House 77, 13, Crescent, Phase Ll, J.T Useni Estate",NA,Prida Guest Inn,4,NA,NA
994,Unity Guest Inn,,", Abuja - 12, Sharp Corner Road",NA,Unity Guest Inn,4,NA,NA
995,Peace Heaven Hotel,Wuse,"Wuse, Abuja - Plot 112, Gidabo Idris Street, 30Km From Nnamdi Az...","₦15,000",Peace Heaven Hotel,4,NA,NA
996,Spring Hotels,Kubwa,"Kubwa, Abuja - Near NYSC Camp",NA,Spring Hotels,4,NA,NA
997,Marble Court,Wuse,"Wuse, Abuja - Kumber Close, Off Buchanam Crescent, Off Kano Cres...",NA,Marble Court,4,NA,NA
998,Ballyz Place,Wuse,"Wuse, Abuja - No. 4, Plot 600, Lingu Crescent, Off Aminu Kano Cr...",NA,Ballyz Place,4,NA,NA
999,Georgio Hotel And Resort 2,Georgio Hotel And Resort 2,"Georgio Hotel And Resort 2, Abuja - 18, Bobo Street, Off Ghana Street, Maitama, Abuja,...","₦20,000",Georgio Hotel And Resort 2,4,NA,NA
1000,Gloriana Apartments,Asokoro,"Asokoro, Abuja - 44 Lord Lugard Street","₦150,000",Apartment,2,NA,NA
1001,Southlake Apartments,Abuja,"Abuja, Abuja - 26 Umaru Dikko Street","₦53,920",Southlake Apartments,2,NA,NA
1002,"2 Bedroom Terrace Apartment, Gwarinpa",Gwarinpa,"Gwarinpa, Abuja - Mab Global Estate, Gwarinpa Estate, Gwarinpa, Abuj...","₦30,000","2 Bedroom Terrace Apartment, Gwarinpa",2,NA,NA
1003,Homeawayng Jabi,Jabi,"Jabi, Abuja - Jabi ","₦30,000",Homeawayng Jabi,2,NA,NA
1004,House 8 Apartment,Dawaki,"Dawaki, Abuja - No. 8 Abdulrahim Babaitu Street, Dawaki","₦30,000",Apartment,4,NA,NA
1005,Six Stars Apartment,FCT,"FCT, Abuja - A20 Dorkshi Crescent, Step One Estate, FCT","₦40,000",Apartment,4,NA,NA
1006,Casamay ,Guzape,"Guzape, Abuja - 12, Clement Akpamgo Close First Turn After COZA Ch...","₦80,000",Apartment,4,NA,NA
1007,Candellux Imperial Hotel And Suites,Area 1,"Area 1, Abuja - No. 5, Sir. Anebo Okekenta Street, Garki, Area 1","₦45,000",Hotel,4,NA,NA
1008,"EVC Apartments Limited, Abuja",Mabushi,"Mabushi, Abuja - T452, Rosewood Garden Estate, Mabushi","₦35,000",Apartment,4,NA,NA
1009,Liz-Ani Apartment,Galadimawa,"Galadimawa, Abuja - Plot 246 Mambila Street, Maccido Royal Estate, Gal...","₦24,500",Apartment,4,NA,NA
1010,"The One Hotel, Guzape",Guzape,"Guzape, Abuja - No.1, Gbenga Onigbogi Close, Guzape","₦67,500",Hotel,4,NA,NA
1011,Belcrest Luxury Suites,FCT,"FCT, Abuja - 105Bii Golden Spring Estate, Opposite Sunnyvale, D...","₦20,000",Hotel,4,NA,NA
1012,Safe Haven Homes,Dawaki,"Dawaki, Abuja - Jasmine Estate, Dawaki","₦40,000",Apartment,4,NA,NA
1013,"The Cove, Abuja",Wuye,"Wuye, Abuja - Plot 547,  Mike Okiro Close Behind Wuye Police Sta...","₦21,000",Hotel,4,NA,NA
1014,Bipnib Apartment,Apo,"Apo, Abuja - Kings Park 4 Estate, Kukwaba Near Games Village","₦35,000",Apartment,4,NA,NA
1015,Grey Residence,Wuse 2,"Wuse 2, Abuja - 15, Monrovia Street, Wuse 2","₦50,000",Hotel,4,NA,NA
1016,Freddies Lodge,Garki,"Garki, Abuja - Plot 873, Shogbo Close, Area 2",NA,Freddies Lodge,2,NA,NA
1017,Tunlay Guest House,Wuse 2,"Wuse 2, Abuja - Plot 1086 Kolda	Lonk, Nitel Junction, Wuse II Abuj...",NA,Tunlay Guest House,2,NA,NA
1018,Rahma Guest House,Garki,"Garki, Abuja - Plot 1231, Ahmadu Bello Way",NA,Rahma Guest House,2,NA,NA
1019,Beulah Hotels,Kubwa,"Kubwa, Abuja - Plot 52, Kubwa Ext, Beside NYSC Orientation Camp",NA,Beulah Hotels,2,NA,NA
1020,Progandy Guest Inn,Garki,"Garki, Abuja - Plot 34 Dutse Street",NA,Progandy Guest Inn,2,NA,NA
1021,Victory Guest House,Gwagwalada,"Gwagwalada, Abuja - Phase 1, Federal Low Cost Housing Estate, No.8, St...",NA,Victory Guest House,2,NA,NA
1022,Rocuno Hotel Limited,Wuse,"Wuse, Abuja - Plot 1392, Abidjan St, (off Herbert Macaulay Way) ...",NA,Rocuno Hotel Limited,2,NA,NA
1023,The Beacon Suites,Garki,"Garki, Abuja - 1, Iyara Close, Area 1, Garki, Abuja, Nigeria",NA,The Beacon Suites,2,NA,NA
1024,GH Luxuries,Wuse,"Wuse, Abuja - ",NA,Hotel,2,NA,NA
1025,Sada Cruz Hotel ,Cadastral Zone,"Cadastral Zone, Abuja - 26 Cadastral By Ashaka Cement",NA,Sada Cruz Hotel ,2,NA,NA
1026,Honey Comb Hotel,,", Abuja - Zone 7, Wuse",NA,Honey Comb Hotel,2,NA,NA
1027,Paiko Motel,Gwagwalada,"Gwagwalada, Abuja - New Market Road",NA,Paiko Motel,2,NA,NA
1028,Airwave Hotels ,Wuse,"Wuse, Abuja - Plot 513 & 527, Durban Street Off Adetokunbo Ademo...",NA,Airwave Hotels ,2,NA,NA
1029,Edidas Hotel (Abuja),Kubwa,"Kubwa, Abuja - 52, Hospital Road, Phase 4, Kubwa, Kubwa, Abuja",NA,Edidas Hotel (Abuja),2,NA,NA
1030,EYN Church Guest House,Utako,"Utako, Abuja - Opposite NNPC Staff Guest House",NA,EYN Church Guest House,2,NA,NA
1031,Deniel Apartments,,", Abuja - Plot 137 Adetokunbo Ademola Crescent, Wuse II",NA,Deniel Apartments,2,NA,NA
1032,Millinet Hotel ,Gwagwalada,"Gwagwalada, Abuja - Millinet Junction",NA,Millinet Hotel ,2,NA,NA
1033,The Nouvelle,Wuse,"Wuse, Abuja - N0. 128, Aminu Kano Crescent",NA,The Nouvelle,2,NA,NA
1034,Marlorca Guest Inn Limited,Maitama,"Maitama, Abuja - 13 Ontario Crescent",NA,Marlorca Guest Inn Limited,2,NA,NA
1035,Liberation Guest House,Mpape,"Mpape, Abuja - Plot 329, Ajegunle Road",NA,Liberation Guest House,2,NA,NA
1036,Skola Summit Hotel,Gwagwalada,"Gwagwalada, Abuja - Specialist Hospital Road, Opp GGSS",NA,Skola Summit Hotel,2,NA,NA
1037,Leisure Castle,,", Abuja - 4 Gana St, Cadastral Zone A5",NA,Leisure Castle,2,NA,NA
1038,Rahama Guest House,Garki,"Garki, Abuja - Plot 1231, Ahmadu Bello Way, Garki, Abuja, Nigeria",NA,Rahama Guest House,2,NA,NA
1039,Rommy Guest House,Garki,"Garki, Abuja - Plot 39, Lagos Crescent, Garki, Abuja, Nigeria",NA,Rommy Guest House,2,NA,NA
1040,Destiny Hotel,Kubwa,"Kubwa, Abuja - Plot Gb37, Phase 3",NA,Destiny Hotel,2,NA,NA
1041,Oroni K International Limited,Wuse,"Wuse, Abuja - House 15A Constantine Zone 4 ",NA,Oroni K International Limited,2,NA,NA
1042,Retsham Lodge,,", Abuja - Plot 808 Oyo Crescent Area 11",NA,Retsham Lodge,2,NA,NA
1043,Hotel Broadway,Garki,"Garki, Abuja - Plot 796/3, Oka Akoko Crescent, Off Ahamadu Bello ...","₦9,000",Hotel Broadway,2,NA,NA
1044,Metcho Hotel,Wuse,"Wuse, Abuja - No. 24 Alexandria Crescent, Off Aminu Kano Crescen...",NA,Metcho Hotel,2,NA,NA
1045,Kantoma Resort,Wuse,"Wuse, Abuja - Block 2A Mambolo St, Zone 2",NA,Kantoma Resort,2,NA,NA
1046,Izy-King Hotel,Nyanya,"Nyanya, Abuja - B73, Gbagalape Road, By Mopol Junction",NA,Izy-King Hotel,2,NA,NA
1047,Harmony Palace Hotels And Gardens,Orozo,"Orozo, Abuja - Yuby Estate Off Navy Estate, Orozo Karshi Road",NA,Harmony Palace Hotels And Gardens,2,NA,NA
1048,Eddy-Vic Hotels Limited,Garki,"Garki, Abuja - Plot 466 Ahmadu Bello Way (Behind Central Bank Mai...",NA,Eddy-Vic Hotels Limited,2,NA,NA
1049,Apex Resort Lodging Accommodation,Nyanya,"Nyanya, Abuja - Plot 42, Nyanya, Phase 1, Abuja",NA,Apex Resort Lodging Accommodation,2,NA,NA
1050,Adsu Guest House,Gwarinpa,"Gwarinpa, Abuja - Flat 19 Road 131, 3rd Avenue",NA,Adsu Guest House,2,NA,NA
1051,Lily Hotel And Suites,Nyanya ,"Nyanya , Abuja - Nyanya Federal Housing",NA,Lily Hotel And Suites,2,NA,NA
1052,Rommy Guest Inn Limited,,", Abuja - Plot 39, Lagos Crescent",NA,Rommy Guest Inn Limited,2,NA,NA
1053,Ovah Guest House,Kubwa,"Kubwa, Abuja - Plot C193A, Gado Nasko Road",NA,Ovah Guest House,2,NA,NA
1054,Prida Guest Inn Limited,,", Abuja - House 77 13 Crescent Phase II J.T. Useni Estate",NA,Prida Guest Inn Limited,2,NA,NA
1055,Riverside Motel,Gwagwalada,"Gwagwalada, Abuja - Sharp Corner Road",NA,Riverside Motel,2,NA,NA
1056,Boboli Guest Inn,Garki,"Garki, Abuja - Area 8 (beside Prime Resort) Lokoja Street",NA,Boboli Guest Inn,2,NA,NA
1057,Hotel De Lamitel,Gwarinpa,"Gwarinpa, Abuja - Banex Fly-Over, New Gwarinpa",NA,Hotel De Lamitel,2,NA,NA
1058,Santiate Hotel,Gwagwalada,"Gwagwalada, Abuja - Plot 17, Phase Ll",NA,Santiate Hotel,2,NA,NA
1059,Luchia Hotel,Utako,"Utako, Abuja - Plot 206 Cad Zone 5, Behind Utako Modern Market",NA,Luchia Hotel,2,NA,NA
1060,Smith Dreamland Hotel,Wuse,"Wuse, Abuja - 5 Cresent Street, Wuse 2, Abuja",NA,Smith Dreamland Hotel,2,NA,NA
1061,Ezikeoba Hotel,Mpape,"Mpape, Abuja - Opposite Mpape Primary School,Abuja",NA,Ezikeoba Hotel,2,NA,NA
1062,Progandy Guest House,Garki,"Garki, Abuja - Plot 46, Ubiaja Crescent, Off Samuel Akintola Blvd...",NA,Progandy Guest House,2,NA,NA
1063,Jovidat Hotels,Jabi,"Jabi, Abuja - Plot 518, Olo Awotesu Street, Jabi, Abuja Municipa...",NA,Hotel,2,NA,NA
1064,Papillon Suites,Garki,"Garki, Abuja - Plot 449, A3, Lagos Crescent, Garki, Abuja, Nigeri...",NA,Papillon Suites,2,NA,NA
1065,Koraf Hotel ,Gwarinpa,"Gwarinpa, Abuja - Plot A13 Dawaki Hillside Estate, Opp Gwarinpa Esta...",NA,Koraf Hotel ,2,NA,NA
1066,Crest Hotel,,", Abuja - Ghana Street, , Wuse II",NA,Crest Hotel,2,NA,NA
1067,Duhu Suites,Wuse,"Wuse, Abuja - Plot 2119, Ibrahim Sani Abacha Estate, Suez Cresce...",NA,Duhu Suites,2,NA,NA
1068,Kings Inn,,", Abuja - Plot 436, Lobito Crescent, Wuse II",NA,Kings Inn,2,NA,NA
1069,Clintonia Hotel,Lugbe,"Lugbe, Abuja - 29, David Ejoor Crecsent, Opposite Adisa Estate",NA,Clintonia Hotel,2,NA,NA
1070,Ostra Guest House,Garki,"Garki, Abuja - Plot 860 Emeka Anyokwu Street, Area 2",NA,Ostra Guest House,2,NA,NA
1071,Tibwa Guest House,Karu,"Karu, Abuja - Nyaya Gwandara, 1st Gate (Coming From Town)",NA,Tibwa Guest House,2,NA,NA
1072,Topaz & Pearl Guest House,Kubwa,"Kubwa, Abuja - 2/1 Port Anthony Road",NA,Topaz & Pearl Guest House,2,NA,NA
1073,Unity Guest House,Mpape,"Mpape, Abuja - N0.13, Central Hill View Avenue",NA,Unity Guest House,2,NA,NA
1074,The Barefoot Hotels,Galadimawa,"Galadimawa, Abuja - 10/18, Osun Street",NA,The Barefoot Hotels,2,NA,NA
1075,Palm Beach Guest House,Gwagwalada,"Gwagwalada, Abuja - Plot 21/22, University Road, Phase 1",NA,Palm Beach Guest House,2,NA,NA
1076,Salem Guest Inn And Restaurant,,", Abuja - Plot 845, Yedseram Street",NA,Salem Guest Inn And Restaurant,2,NA,NA
1077,Diato Hotel Limited,Kubwa,"Kubwa, Abuja - Plot 103, Phase Iv Behind Mobile Police Barracks","₦9,250",Diato Hotel Limited,2,NA,NA
1078,Abuja Palace Hotel,Gwagwalada,"Gwagwalada, Abuja - Plot 11, PHCN Area",NA,Abuja Palace Hotel,2,NA,NA
1079,Anso Hotel,Wuse,"Wuse, Abuja - Plot 816, Ahmadu Bello Way Opp. Street, Zone 6 ","₦9,000",Anso Hotel,2,NA,NA
1080,Lawgistic Hotel And Suit,Wuse Zone 3,"Wuse Zone 3, Abuja - No; 14 Wuse Zone3",NA,Lawgistic Hotel And Suit,2,NA,NA
1081,"Duby's Suites, Nyanya",Nyanya,"Nyanya, Abuja - Plot 94 Area B, Last Road",NA,"Duby's Suites, Nyanya",2,NA,NA
1082,Brow Elf Hotel,Garki,"Garki, Abuja - Plot 16, Lagos Crescent, Garki, Abuja, Nigeria",NA,Brow Elf Hotel,2,NA,NA
1083,Merry Heart Hotel And Suites,Nyanya,"Nyanya, Abuja - No 3, Off Jiwoyi Road",NA,Merry Heart Hotel And Suites,2,NA,NA
1084,White Guest House,Kubwa,"Kubwa, Abuja - 2/2 Gbazango",NA,White Guest House,2,NA,NA
1085,The Haven,Maitama,"Maitama, Abuja - N0. 6A, Lasale Street, Off Shehu Shagari Way",NA,The Haven,2,NA,NA
1086,Kasham Hotel Limited ,Nyanya,"Nyanya, Abuja - Behind Mopol Barracks",NA,Kasham Hotel Limited ,2,NA,NA
1087,Pal Palace Hotel,Kubwa,"Kubwa, Abuja - Plot 19, 2/2, Gbazango",NA,Pal Palace Hotel,2,NA,NA
1088,New Millenium Motel,Gwagwalada,"Gwagwalada, Abuja - Plot 112/115, Kutunku Layout, Abatoir Market Road,...",NA,New Millenium Motel,2,NA,NA
1089,Jali Guest Inn,Garki,"Garki, Abuja - Plot 561 Owo Close Area 10",NA,Jali Guest Inn,2,NA,NA
1090,Nambilla Hotel,Wuse,"Wuse, Abuja - Plot 224, Contonu Crescent, Zone 6",NA,Nambilla Hotel,2,NA,NA
1091,Pan Afrique Hotel,Gwagwalada,"Gwagwalada, Abuja - No 2 Redemption Road",NA,Pan Afrique Hotel,2,NA,NA
1092,Pacific Guest Inn And Resort,Nyanya,"Nyanya, Abuja - Plot 141, Boundary Road",NA,Pacific Guest Inn And Resort,2,NA,NA
1093,Sanfil Hotel,Wuse,"Wuse, Abuja - Plot 35, Off Aminu Kano Crescent",NA,Sanfil Hotel,2,NA,NA
1094,Star Guest House,Karu,"Karu, Abuja - Esu Karu Road, New Karu",NA,Star Guest House,2,NA,NA
1095,Unique Guest Inn,Kubwa,"Kubwa, Abuja - Plot 364B, Hamza Abdullahi Kubwa Village",NA,Unique Guest Inn,2,NA,NA
1096,Premium Int'l Hotel,Kubwa,"Kubwa, Abuja - Plot A97, Abdullahi Hamza Road, Off Gado Nasko Roa...",NA,Premium Int'l Hotel,2,NA,NA
1097,Silver Pot Hotels,,", Abuja - Festival Road",NA,Silver Pot Hotels,2,NA,NA
1098,Leri B Guest Inn And Caterers,Gwagwalada,"Gwagwalada, Abuja - Opposite UBE Primary School, Gwagwalada",NA,Leri B Guest Inn And Caterers,2,NA,NA
1099,Pioneer Hotel,Wuse,"Wuse, Abuja - Plot 2190 Cad. Zone IBB Close Zone 4",NA,Pioneer Hotel,2,NA,NA
1100,Lafia Hotel,Garki,"Garki, Abuja - Lafia Close, Area 8",NA,Lafia Hotel,2,NA,NA
1101,Duhu Guest Inn,,", Abuja - Plot 697, Idris Gidado Street, Wuse",NA,Duhu Guest Inn,2,NA,NA
1102,Nigeria Union Of Journalist Guest Inn,Garki,"Garki, Abuja - Blk 248 Wuse Zone 3 Area 11",NA,Nigeria Union Of Journalist Guest Inn,2,NA,NA
1103,Crescharles Guest Inn,Gwagwalada,"Gwagwalada, Abuja - Opposite Gado Nasko Primary School, University Of ...",NA,Crescharles Guest Inn,2,NA,NA
1104,De-city Centre Bed & Breakfast,Gwagwalada,"Gwagwalada, Abuja - Opp Gwagwalada Township Clinic Gwagwalada",NA,De-city Centre Bed & Breakfast,2,NA,NA
1105,Prispee Guest House,Maitama,"Maitama, Abuja - 12A, Katsina Ala Crescent, Maitama",NA,Prispee Guest House,2,NA,NA
1106,Empress Motel,Wuse,"Wuse, Abuja - Opp. CBN Quarters, IBB Way, Wuse II",NA,Empress Motel,2,NA,NA
1107,Megamac,Maitama,"Maitama, Abuja - 23 Mississippi Maitama",NA,Megamac,2,NA,NA
